,adult.smoking.value_2014,adult.smoking.value_2015,adult.smoking.value_2016,adult.smoking.value_2017,children.in.poverty.value_2017,diabetes.value_2014,diabetes.value_2015,diabetes.value_2016,diabetes.value_2017,drug.overdose.deaths.value_2016,drug.overdose.deaths.value_2017,drug.poisoning.deaths.value_2014,drug.poisoning.deaths.value_2015,excessive.drinking.value_2016,excessive.drinking.value_2017,firearm.fatalities.value_2017,frequent.mental.distress.value_2017,frequent.physical.distress.value_2017,injury.deaths.value_2014,injury.deaths.value_2015,injury.deaths.value_2016,injury.deaths.value_2017,mammography.screening.value_2014,mammography.screening.value_2015,median.household.income.value_2016,median.household.income.value_2017,motor.vehicle.crash.deaths.value_2014,motor.vehicle.crash.deaths.value_2015,motor.vehicle.crash.deaths.value_2016,motor.vehicle.crash.deaths.value_2017,physical.inactivity.value_2014,physical.inactivity.value_2015,physical.inactivity.value_2016,physical.inactivity.value_2017,poor.mental.health.days.value_2014,poor.mental.health.days.value_2015,poor.mental.health.days.value_2016,poor.mental.health.days.value_2017,poor.or.fair.health.value_2014,poor.or.fair.health.value_2015,poor.or.fair.health.value_2016,poor.physical.health.days.value_2014,poor.physical.health.days.value_2015,poor.physical.health.days.value_2016,poor.physical.health.days.value_2017,premature.age.adjusted.mortality.value_2014,premature.age.adjusted.mortality.value_2015,premature.age.adjusted.mortality.value_2016,premature.age.adjusted.mortality.value_2017,premature.death.value_2014,premature.death.value_2015,premature.death.value_2016,premature.death.value_2017,preventable.hospital.stays.value_2014,preventable.hospital.stays.value_2015,preventable.hospital.stays.value_2016,preventable.hospital.stays.value_2017,some.college.value_2014,some.college.value_2015,some.college.value_2016,some.college.value_2017,unemployment.value_2017
1970,0.208,0.208,0.184287377451,0.184,0.172,0.12,0.119,0.106286151961,0.105,17.1416605392,12.35,5.3,7.11,0.167385416667,0.166,16.0,0.11,0.1,65.4,54.0,73.10625,68.8,0.58,0.6,,54696.0,23.34,19.82,16.2010729614,15.72,0.248,0.225,0.262983455882,0.207,3.72670807453,3.71510755378,3.79540441176,3.4,0.176672213817,0.176679006332,0.167535539216,2.3,2.3,3.85306372549,3.5,389.3,348.2,384.387438725,407.3,7221.0,6580.0,,7825.0,54.73,51.99,60.6736134969,42.97,0.502,0.494,0.582615196078,0.555,0.051
1971,0.333,0.333,0.203,0.189,0.243,0.119,0.11,0.118,0.123,17.91,15.69,12.42,13.82,0.145,0.145,22.0,0.12,0.12,92.0,96.0,88.1,95.9,0.67,0.63,38474.0,42790.0,21.5,22.88,24.31,20.09,0.285,0.292,0.255,0.254,2.5,2.5,3.6,3.6,0.127,0.127,0.172,3.6,3.6,3.9,3.9,395.2,390.1,396.4,425.2,8152.0,7741.0,7831.0,8801.0,75.38,76.27,60.12,58.61,0.473,0.485,0.499,0.52,0.053
1972,0.158,0.158,0.167,0.152,0.095,0.099,0.098,0.092,0.091,8.54,9.84,7.37,7.87,0.161,0.163,12.0,0.1,0.09,45.3,46.7,47.0,51.5,0.65,0.66,72972.0,75107.0,9.69,9.15,8.71,8.81,0.215,0.208,0.199,0.197,3.1,3.1,2.9,3.3,0.12,0.12,0.131,2.8,2.8,3.1,2.9,283.8,283.2,283.8,284.4,5478.0,5737.0,5820.0,5611.0,45.68,45.49,41.77,36.73,0.69,0.687,0.692,0.695,0.043
1973,0.151,0.151,0.175,0.161,0.149,0.1,0.101,0.094,0.106,21.29,27.87,7.74,6.79,0.169,0.17,16.0,0.1,0.1,58.6,58.5,62.1,73.4,0.63,0.62,62394.0,63728.0,17.09,13.89,13.7,11.63,0.248,0.236,0.251,0.229,3.8,3.8,3.1,3.3,0.149,0.149,0.144,3.2,3.2,3.3,3.4,341.5,340.5,333.5,340.7,6480.0,6870.0,6935.0,7297.0,65.02,58.53,48.75,43.87,0.511,0.511,0.513,0.516,0.043
1974,0.317,0.317,0.204,0.185,0.33,0.119,0.114,0.108,0.104,47.33,41.39,47.34,53.03,0.155,0.154,32.0,0.12,0.12,154.1,146.2,132.1,133.2,0.5,0.58,32103.0,32620.0,19.65,21.57,18.95,18.32,0.295,0.318,0.278,0.263,6.4,6.4,3.6,3.8,0.309,0.309,0.17,7.7,7.7,3.9,4.1,544.1,563.1,574.5,628.7,11685.0,11985.0,12385.0,12315.0,130.69,129.6,111.4,86.26,0.43,0.475,0.49,0.501,0.101
1975,0.111,0.111,0.123,0.114,0.075,0.078,0.066,0.078,0.062,5.58,6.33,4.22,4.71,0.166,0.172,4.0,0.08,0.08,29.6,29.0,30.0,33.0,0.61,0.61,110507.0,112844.0,5.26,4.79,4.35,4.4,0.169,0.152,0.154,0.156,2.1,2.1,2.5,2.6,0.074,0.074,0.103,2.2,2.2,2.6,2.6,182.1,172.5,170.5,166.1,3617.0,3480.0,3402.0,3330.0,39.0,37.14,32.86,30.3,0.794,0.797,0.799,0.801,0.036
1976,0.167,0.167,0.155,0.154,0.083,0.103,0.104,0.089,0.103,10.4,13.22,12.99,15.16,0.174,0.186,12.0,0.09,0.09,74.1,72.4,73.0,69.5,0.61,0.62,89106.0,89610.0,15.68,17.36,15.7,15.2,0.203,0.202,0.237,0.243,3.3,3.3,3.0,3.1,0.126,0.126,0.117,2.7,2.7,3.0,2.9,332.3,290.6,281.9,302.5,6577.0,5909.0,5496.0,5662.0,78.43,61.35,62.12,53.07,0.643,0.66,0.667,0.653,0.039
1977,0.273,0.273,0.184287377451,0.178976716418,0.223788059701,0.113,0.113,0.106286151961,0.110588656716,17.1416605392,18.0768537313,10.57,11.33,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,89.2,78.6,73.10625,76.4804776119,0.67,0.61,,,24.98,22.67,16.2010729614,15.3734369396,0.24,0.24,0.262983455882,0.251965970149,2.9,2.9,3.79540441176,3.88,0.137,0.137,0.167535539216,3.2,3.2,3.85306372549,3.95426865672,324.4,289.3,384.387438725,391.008661888,7640.0,6289.0,,,53.08,40.89,60.6736134969,56.7150089659,0.514,0.481,0.582615196078,0.586505074627,0.0567134328358
1978,0.214911927529,0.21522557122,0.184287377451,0.178976716418,0.223788059701,0.1,0.109341247672,0.106286151961,0.110588656716,17.1416605392,18.0768537313,5.74,14.1665968343,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,58.5,74.629981378,73.10625,76.4804776119,0.7,0.613446828358,,,22.38,18.4459531616,16.2010729614,15.3734369396,0.223,0.265077281192,0.262983455882,0.251965970149,2.0,3.71510755378,3.79540441176,3.88,0.114,0.176679006332,0.167535539216,3.0,3.97014423077,3.85306372549,3.95426865672,270.0,390.246741155,384.387438725,391.008661888,5619.0,,,,48.13,69.110564629,60.6736134969,56.7150089659,0.578,0.562438547486,0.582615196078,0.586505074627,0.0567134328358
1979,0.215,0.215,0.173,0.172,0.191,0.117,0.121,0.106,0.111,16.56,13.02,10.59,14.97,0.157,0.158,14.0,0.11,0.1,71.7,78.9,76.5,78.8,0.63,0.64,47419.0,49117.0,21.45,19.1,16.89,16.0,0.255,0.24,0.233,0.223,3.6,3.6,3.4,3.5,0.208,0.208,0.151,3.4,3.4,3.5,3.5,357.9,343.3,344.3,347.9,7817.0,7755.0,7727.0,7653.0,63.32,50.83,46.3,43.13,0.55,0.565,0.572,0.565,0.046
1980,0.217,0.217,0.153,0.151,0.107,0.09,0.091,0.084,0.093,15.98,22.68,11.04,10.21,0.172,0.168,12.0,0.1,0.09,53.8,54.9,56.7,67.3,0.6,0.64,65485.0,69991.0,15.11,14.29,12.6,11.73,0.265,0.248,0.239,0.208,3.3,3.3,3.0,3.1,0.122,0.122,0.124,2.6,2.6,3.2,2.7,306.6,294.1,307.3,320.6,6047.0,5820.0,5868.0,6009.0,90.9,77.02,70.52,63.45,0.605,0.64,0.637,0.656,0.04
1981,0.228,0.228,0.178,0.153,0.176,0.128,0.12,0.098,0.106,25.66,23.79,11.69,16.66,0.159,0.169,12.0,0.1,0.1,82.5,88.6,83.0,84.0,0.7,0.71,45979.0,46727.0,15.86,15.82,15.86,14.28,0.26,0.28,0.299,0.32,2.3,2.3,3.3,3.3,0.143,0.143,0.135,3.7,3.7,3.3,3.3,427.2,433.3,445.3,492.5,8529.0,8027.0,8384.0,8982.0,80.68,80.06,54.41,45.82,0.543,0.538,0.53,0.512,0.051
1982,0.193,0.193,0.161,0.157,0.147,0.12,0.124,0.093,0.111,14.43,16.2,6.67,7.01,0.176,0.181,15.0,0.1,0.09,64.5,75.0,73.8,81.1,0.69,0.68,58900.0,63742.0,20.81,21.81,18.65,17.79,0.247,0.253,0.237,0.23,3.8,3.8,3.0,3.3,0.117,0.117,0.12,3.2,3.2,3.0,3.4,388.3,363.1,343.3,364.6,7485.0,7038.0,6914.0,6801.0,50.63,59.07,47.17,45.18,0.595,0.614,0.617,0.61,0.041
1983,0.135,0.135,0.184287377451,0.178976716418,0.223788059701,0.112,0.114,0.106286151961,0.110588656716,17.1416605392,18.0768537313,9.05,10.75,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,67.2,54.7,73.10625,76.4804776119,0.66,0.63,,,21.59,18.81,16.2010729614,15.3734369396,0.238,0.239,0.262983455882,0.251965970149,3.72670807453,3.71510755378,3.79540441176,3.88,0.072,0.072,0.167535539216,2.4,2.4,3.85306372549,3.95426865672,269.0,265.2,384.387438725,391.008661888,6013.0,5272.0,,,35.14,40.36,60.6736134969,56.7150089659,0.558,0.584,0.582615196078,0.586505074627,0.0567134328358
1984,0.214911927529,0.21522557122,0.184287377451,0.178976716418,0.223788059701,0.106743341404,0.098,0.106286151961,0.110588656716,17.1416605392,18.0768537313,12.9719322034,7.83,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,73.9515254237,55.3,73.10625,76.4804776119,0.614020368574,0.64,,,19.8323091881,20.35,16.2010729614,15.3734369396,0.272426634383,0.221,0.262983455882,0.251965970149,3.72670807453,3.71510755378,3.79540441176,3.88,0.176672213817,0.176679006332,0.167535539216,3.97711864407,1.8,3.85306372549,3.95426865672,393.981646489,307.2,384.387438725,391.008661888,,5931.0,,,75.3285714286,58.35,60.6736134969,56.7150089659,0.557682324455,0.497,0.582615196078,0.586505074627,0.0567134328358
1985,0.211,0.211,0.184287377451,0.178976716418,0.223788059701,0.143,0.138,0.106286151961,0.110588656716,17.1416605392,18.0768537313,9.44,7.49,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,94.7,84.1,73.10625,76.4804776119,0.6,0.58,,,30.67,27.61,16.2010729614,15.3734369396,0.313,0.286,0.262983455882,0.251965970149,3.8,3.8,3.79540441176,3.88,0.16,0.16,0.167535539216,3.8,3.8,3.85306372549,3.95426865672,456.9,429.0,384.387438725,391.008661888,9577.0,8514.0,,,44.83,47.34,60.6736134969,56.7150089659,0.553,0.564,0.582615196078,0.586505074627,0.0567134328358
1986,0.17,0.17,0.146,0.135,0.071,0.091,0.096,0.086,0.094,11.52,12.73,5.38,6.17,0.178,0.166,12.0,0.09,0.08,41.6,48.6,51.2,60.3,0.67,0.67,81940.0,81900.0,10.91,11.19,11.28,11.88,0.224,0.237,0.219,0.184,3.6,3.6,2.9,3.0,0.091,0.091,0.109,2.7,2.7,2.7,2.9,282.3,291.1,297.6,304.0,5208.0,5353.0,5619.0,5957.0,42.67,40.84,35.62,34.04,0.719,0.728,0.739,0.733,0.039
1987,0.17,0.17,0.155,0.156,0.13,0.094,0.103,0.098,0.097,9.11,11.39,7.6,8.0,0.161,0.16,10.0,0.1,0.09,48.9,49.2,49.7,52.7,0.64,0.65,62446.0,65524.0,9.39,8.33,7.57,7.04,0.238,0.225,0.223,0.226,2.6,2.6,3.2,3.2,0.108,0.108,0.136,2.8,2.8,3.2,3.0,315.3,298.9,292.5,304.6,6129.0,5743.0,5689.0,5811.0,45.54,43.3,39.88,39.17,0.734,0.73,0.727,0.736,0.043
1988,0.257,0.257,0.201,0.199,0.305,0.131,0.146,0.137,0.151,23.47,19.16,20.46,24.14,0.132,0.132,22.0,0.12,0.12,103.1,114.3,106.8,109.0,0.66,0.63,34842.0,36695.0,20.46,21.78,20.09,23.4,0.331,0.345,0.357,0.376,4.8,4.8,3.8,3.7,0.26,0.26,0.204,5.2,5.2,4.2,3.7,487.2,504.9,506.7,456.2,10581.0,11145.0,11306.0,11217.0,85.22,66.64,71.78,62.63,0.479,0.517,0.533,0.535,0.065
1989,0.133,0.133,0.184287377451,0.178976716418,0.223788059701,0.134,0.134,0.106286151961,0.110588656716,17.1416605392,18.0768537313,6.3,6.54,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,55.8,51.1,73.10625,76.4804776119,0.68,0.69,,,19.31,16.77,16.2010729614,15.3734369396,0.273,0.26,0.262983455882,0.251965970149,3.1,3.1,3.79540441176,3.88,0.137,0.137,0.167535539216,3.2,3.2,3.85306372549,3.95426865672,319.6,354.2,384.387438725,391.008661888,6296.0,6364.0,,,53.97,42.73,60.6736134969,56.7150089659,0.691,0.682,0.582615196078,0.586505074627,0.0567134328358
1990,0.092,0.092,0.147,0.134,0.102,0.106,0.107,0.102,0.105,6.13,7.4,5.96,5.88,0.158,0.168,9.0,0.09,0.09,45.1,49.3,46.4,55.2,0.75,0.76,75926.0,77668.0,8.48,8.28,8.12,8.84,0.207,0.199,0.235,0.204,3.0,3.0,3.0,3.0,0.065,0.065,0.121,3.1,3.1,3.0,2.8,232.4,240.9,241.0,243.4,4819.0,4997.0,5284.0,4801.0,47.78,41.12,38.26,33.95,0.737,0.72,0.7,0.722,0.043
1991,0.214911927529,0.21522557122,0.158,0.178976716418,0.223788059701,0.106743341404,0.105,0.083,0.110588656716,14.71,18.0768537313,12.9719322034,11.07,0.188,0.168248358209,13.0742331288,0.118764179104,0.118531343284,73.9515254237,57.3,65.6,76.4804776119,0.614020368574,0.6,76206.0,,19.8323091881,17.23,17.48,15.3734369396,0.272426634383,0.245,0.248,0.251965970149,3.72670807453,3.71510755378,2.9,3.88,0.176672213817,0.176679006332,0.116,3.97711864407,1.7,2.9,3.95426865672,393.981646489,311.2,309.5,391.008661888,,5987.0,6012.0,,75.3285714286,68.99,64.26,56.7150089659,0.557682324455,0.667,0.675,0.586505074627,0.0567134328358
1992,0.254,0.254,0.237,0.204,0.363,0.111,0.1,0.114,0.121,23.81,22.7,21.41,14.06,0.146,0.149,21.0,0.12,0.13,91.2,96.7,93.7,87.7,0.56,0.54,31429.0,32135.0,25.35,24.75,22.5,20.38,0.325,0.272,0.286,0.31,5.0,5.0,3.8,3.9,0.286,0.286,0.197,6.0,6.0,4.2,4.3,497.3,478.2,475.2,521.5,9429.0,9684.0,9865.0,10240.0,157.69,135.45,95.47,80.3,0.484,0.51,0.5,0.483,0.072
1993,0.097,0.097,0.13,0.117,0.04,0.073,0.075,0.071,0.069,7.15,7.26,3.39,4.25,0.187,0.187,6.0,0.08,0.08,23.3,23.7,25.9,29.5,0.62,0.62,122641.0,125900.0,6.36,4.91,4.73,4.01,0.209,0.203,0.195,0.177,2.4,2.4,2.6,2.6,0.105,0.105,0.105,2.2,2.2,2.6,2.5,186.0,176.8,170.6,167.5,3290.0,3258.0,3228.0,3180.0,52.31,52.04,46.73,40.96,0.833,0.833,0.829,0.828,0.036
1994,0.277,0.277,0.184287377451,0.178976716418,0.223788059701,0.112,0.108,0.106286151961,0.110588656716,17.1416605392,18.0768537313,9.11,9.21,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,72.6,67.8,73.10625,76.4804776119,0.67,0.66,,,24.6,21.5,16.2010729614,15.3734369396,0.289,0.256,0.262983455882,0.251965970149,2.6,2.6,3.79540441176,3.88,0.122,0.122,0.167535539216,3.5,3.5,3.85306372549,3.95426865672,354.4,345.4,384.387438725,391.008661888,7560.0,7031.0,,,55.37,55.33,60.6736134969,56.7150089659,0.446,0.463,0.582615196078,0.586505074627,0.0567134328358
1995,0.214911927529,0.312,0.184287377451,0.178976716418,0.223788059701,0.106743341404,0.112,0.106286151961,0.110588656716,17.1416605392,18.0768537313,12.9719322034,10.74,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,73.9515254237,85.9,73.10625,76.4804776119,0.614020368574,0.66,,,19.8323091881,21.49,16.2010729614,15.3734369396,0.272426634383,0.253,0.262983455882,0.251965970149,3.72670807453,5.5,3.79540441176,3.88,0.176672213817,0.176679006332,0.167535539216,3.97711864407,3.97014423077,3.85306372549,3.95426865672,393.981646489,330.8,384.387438725,391.008661888,,6977.0,,,75.3285714286,48.72,60.6736134969,56.7150089659,0.557682324455,0.503,0.582615196078,0.586505074627,0.0567134328358
1996,0.286,0.286,0.184287377451,0.176,0.275,0.128,0.129,0.106286151961,0.137,17.1416605392,10.67,7.42,6.13,0.167385416667,0.13,11.0,0.12,0.12,79.9,69.4,73.10625,68.3,0.68,0.71,,33650.0,25.32,23.22,16.2010729614,20.12,0.269,0.27,0.262983455882,0.281,3.0,3.0,3.79540441176,3.7,0.152,0.152,0.167535539216,3.6,3.6,3.85306372549,3.7,431.8,444.3,384.387438725,446.1,9415.0,9777.0,,9968.0,62.37,61.77,60.6736134969,54.83,0.465,0.492,0.582615196078,0.587,0.062
1997,0.143,0.143,0.207,0.182,0.152,0.069,0.074,0.069,0.068,8.31,8.59,10.81,10.43,0.197,0.19,6.0,0.11,0.11,49.5,45.3,45.2,42.7,0.69,0.68,43484.0,51157.0,9.08,7.82,9.12,7.03,0.197,0.192,0.187,0.2,4.0,4.0,3.5,3.4,0.115,0.115,0.165,3.4,3.4,3.8,3.6,320.5,318.4,321.9,315.4,5589.0,5876.0,6040.0,5642.0,63.7,53.31,47.65,37.54,0.747,0.765,0.787,0.794,0.043
1998,0.185,0.185,0.168,0.15,0.152,0.118,0.117,0.102,0.101,26.93,26.64,6.3,9.06,0.16,0.162,14.0,0.1,0.1,59.9,71.4,73.7,93.5,0.65,0.65,59282.0,59482.0,22.5,21.57,21.27,21.66,0.264,0.257,0.281,0.256,3.0,3.0,3.2,3.3,0.141,0.141,0.135,3.2,3.2,3.2,3.2,339.8,351.4,331.9,345.4,7230.0,7966.0,7552.0,7969.0,46.29,46.28,44.97,37.5,0.532,0.534,0.559,0.538,0.046
1999,0.268,0.268,0.189,0.174,0.232,0.105,0.114,0.106,0.109,22.36,19.61,10.73,14.84,0.153,0.158,22.0,0.11,0.11,58.9,74.9,77.6,88.1,0.51,0.57,44851.0,43313.0,17.88,17.22,17.24,16.73,0.256,0.255,0.245,0.263,3.8,3.8,3.5,3.4,0.179,0.179,0.155,3.8,3.8,3.6,3.4,389.1,418.2,419.7,411.8,7597.0,8786.0,8652.0,9129.0,107.74,93.1,81.68,69.41,0.381,0.401,0.423,0.405,0.069
2000,0.197,0.197,0.196,0.191,0.255,0.122,0.123,0.124,0.125,29.05,32.92,12.22,13.07,0.141,0.138,23.0,0.12,0.12,84.7,101.5,113.8,123.5,0.58,0.61,34885.0,37360.0,24.45,23.83,26.99,26.44,0.262,0.248,0.274,0.279,5.7,5.7,3.6,3.7,0.303,0.303,0.177,6.6,6.6,3.9,4.1,392.9,439.7,473.8,469.1,8303.0,9623.0,10810.0,10646.0,68.25,63.87,57.14,48.94,0.449,0.492,0.507,0.493,0.055
2001,0.229,0.229,0.189,0.167,0.256,0.126,0.133,0.125,0.143,12.26,10.7,8.4,10.19,0.142,0.147,15.0,0.11,0.11,81.1,85.4,83.8,81.2,0.66,0.68,44207.0,42390.0,21.11,23.33,24.25,22.52,0.285,0.274,0.299,0.302,4.0,4.0,3.5,3.5,0.193,0.193,0.17,3.8,3.8,3.5,3.8,404.4,407.1,406.8,389.1,8434.0,8087.0,8017.0,8045.0,65.56,60.21,49.49,49.41,0.535,0.535,0.556,0.572,0.053
2002,0.25,0.25,0.184287377451,0.178976716418,0.223788059701,0.102,0.106,0.106286151961,0.110588656716,17.1416605392,18.0768537313,5.77,6.15,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,53.3,60.0,73.10625,76.4804776119,0.69,0.61,,,14.16,15.38,16.2010729614,15.3734369396,0.265,0.263,0.262983455882,0.251965970149,3.72670807453,3.71510755378,3.79540441176,3.88,0.176672213817,0.176679006332,0.167535539216,2.0,2.0,3.85306372549,3.95426865672,269.5,267.2,384.387438725,391.008661888,5708.0,5634.0,,,45.98,43.03,60.6736134969,56.7150089659,0.55,0.574,0.582615196078,0.586505074627,0.0567134328358
2003,0.252,0.252,0.184287377451,0.178976716418,0.223788059701,0.126,0.125,0.106286151961,0.110588656716,17.1416605392,18.0768537313,7.74,7.22,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,56.4,51.6,73.10625,76.4804776119,0.59,0.55,,,11.41,14.05,16.2010729614,15.3734369396,0.286,0.262,0.262983455882,0.251965970149,2.1,2.1,3.79540441176,3.88,0.109,0.109,0.167535539216,3.2,3.2,3.85306372549,3.95426865672,304.4,313.5,384.387438725,391.008661888,5672.0,6078.0,,,71.6,80.84,60.6736134969,56.7150089659,0.482,0.515,0.582615196078,0.586505074627,0.0567134328358
2004,0.174,0.174,0.153,0.125,0.09,0.075,0.076,0.082,0.079,7.91,7.33,5.46,6.27,0.175,0.161,5.0,0.09,0.09,33.4,34.1,33.0,32.4,0.57,0.56,91886.0,99206.0,8.25,7.22,6.52,5.51,0.212,0.194,0.181,0.169,2.9,2.9,2.7,3.0,0.143,0.143,0.135,3.2,3.2,2.8,3.0,255.1,235.9,230.1,223.2,4881.0,4526.0,4374.0,4333.0,56.48,48.98,43.07,40.83,0.68,0.691,0.694,0.695,0.041
2005,0.308,0.308,0.195,0.162,0.221,0.112,0.106,0.108,0.137,21.24,24.23,32.32,28.26,0.158,0.16,12.0,0.11,0.1,94.9,88.4,89.2,94.5,0.6,0.6,46186.0,48218.0,15.55,14.74,14.35,14.44,0.257,0.264,0.26,0.27,4.7,4.7,3.3,3.4,0.237,0.237,0.154,5.1,5.1,3.6,3.4,452.9,457.8,454.6,442.8,9635.0,9488.0,9168.0,9865.0,113.3,113.16,88.07,74.9,0.523,0.531,0.541,0.541,0.05
2006,0.175,0.175,0.179,0.156,0.094,0.105,0.112,0.089,0.115,12.13,13.49,8.5,8.86,0.17,0.17,12.0,0.1,0.09,51.1,53.3,53.5,68.3,0.67,0.7,61935.0,63372.0,10.86,8.39,8.2,8.13,0.26,0.258,0.254,0.255,3.1,3.1,3.1,3.2,0.127,0.127,0.108,3.5,3.5,2.8,3.3,311.3,306.5,292.9,309.9,5930.0,5792.0,5710.0,5873.0,47.87,45.97,39.42,40.04,0.72,0.718,0.718,0.727,0.039
2007,0.182,0.182,0.184287377451,0.178976716418,0.223788059701,0.129,0.127,0.106286151961,0.110588656716,17.1416605392,18.0768537313,9.08,8.34,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,74.7,77.0,73.10625,76.4804776119,0.67,0.7,,,18.8,19.89,16.2010729614,15.3734369396,0.296,0.296,0.262983455882,0.251965970149,1.4,1.4,3.79540441176,3.88,0.08,0.08,0.167535539216,3.0,3.0,3.85306372549,3.95426865672,298.9,299.3,384.387438725,391.008661888,6475.0,5813.0,,,56.88,60.5,60.6736134969,56.7150089659,0.556,0.534,0.582615196078,0.586505074627,0.0567134328358
2008,0.125,0.125,0.157,0.143,0.14,0.097,0.1,0.09,0.099,6.0,5.54,4.45,5.49,0.176,0.17,11.0,0.1,0.1,56.6,57.7,58.9,66.4,0.56,0.57,55798.0,52953.0,18.17,17.98,17.63,17.76,0.221,0.224,0.243,0.235,2.6,2.6,3.1,3.2,0.11,0.11,0.123,2.6,2.6,3.1,3.3,275.2,280.6,282.2,279.4,5354.0,5348.0,5443.0,5459.0,75.91,67.51,52.15,43.6,0.489,0.496,0.514,0.526,0.041
2009,0.249,0.249,0.215,0.189,0.282,0.125,0.116,0.105,0.115,25.96,23.76,32.29,31.77,0.152,0.154,17.0,0.12,0.12,99.1,94.5,91.4,92.7,0.56,0.53,37378.0,38386.0,24.34,20.85,19.89,17.56,0.386,0.359,0.286,0.268,5.0,5.0,3.7,3.8,0.294,0.294,0.175,7.1,7.1,4.0,4.3,516.2,530.1,516.8,505.9,10501.0,10663.0,10285.0,10909.0,183.8,159.7,130.16,127.72,0.468,0.478,0.486,0.496,0.065
2010,0.278,0.278,0.203,0.178,0.245,0.106,0.119,0.11,0.141,16.22,17.87,11.71,14.19,0.146,0.158,19.0,0.12,0.12,96.4,102.1,99.2,94.6,0.59,0.61,36290.0,37567.0,26.5,24.68,19.82,15.68,0.328,0.345,0.313,0.327,4.1,4.1,3.6,3.7,0.23,0.23,0.175,4.7,4.7,4.0,3.9,492.2,473.0,453.7,469.3,10984.0,10355.0,9310.0,8930.0,122.6,105.51,93.61,81.28,0.485,0.526,0.554,0.571,0.051
2011,0.206,0.206,0.17,0.158,0.177,0.119,0.117,0.099,0.105,11.69,16.29,9.12,11.3,0.157,0.159,12.0,0.11,0.1,59.8,64.7,63.9,83.7,0.62,0.64,45430.0,54281.0,13.69,13.69,12.92,13.11,0.256,0.233,0.21,0.238,2.8,2.8,3.2,3.4,0.13,0.13,0.143,3.2,3.2,3.4,3.5,336.3,313.0,325.4,347.0,6218.0,5769.0,6161.0,6305.0,80.05,78.82,75.17,66.01,0.487,0.496,0.468,0.482,0.043
2012,0.223,0.223,0.212,0.19,0.276,0.103,0.106,0.107,0.097,11.59,12.67,14.97,15.06,0.147,0.161,18.0,0.11,0.11,67.9,74.1,75.7,80.2,0.64,0.62,37831.0,38933.0,15.86,16.39,16.91,15.25,0.245,0.229,0.272,0.275,5.6,5.6,3.7,3.5,0.287,0.287,0.173,6.9,6.9,3.9,3.7,486.5,506.5,496.8,490.1,9523.0,9688.0,9490.0,9079.0,99.08,76.82,69.66,70.86,0.484,0.5,0.506,0.544,0.065
2013,0.164,0.164,0.176,0.151,0.109,0.1,0.113,0.089,0.126,10.47,13.18,6.17,7.64,0.177,0.173,9.0,0.1,0.09,47.8,48.2,48.0,53.2,0.62,0.62,75714.0,76181.0,12.47,12.46,11.98,10.9,0.208,0.226,0.253,0.249,2.9,2.9,3.1,3.2,0.135,0.135,0.132,3.7,3.7,3.0,3.1,319.1,312.7,300.6,298.3,6385.0,6350.0,6004.0,6125.0,67.08,71.61,67.58,62.53,0.599,0.583,0.587,0.597,0.046
2014,0.169,0.169,0.156,0.14,0.071,0.078,0.086,0.078,0.083,7.78,9.79,6.33,7.31,0.18,0.189,8.0,0.09,0.08,40.3,36.5,36.3,40.7,0.6,0.58,92647.0,95666.0,10.19,9.23,8.95,6.7,0.214,0.219,0.22,0.207,3.6,3.6,2.8,2.9,0.107,0.107,0.12,3.2,3.2,2.8,2.9,281.7,256.2,259.9,263.5,5315.0,4667.0,4629.0,4752.0,69.62,70.73,70.11,60.92,0.681,0.691,0.698,0.706,0.045
2015,0.211,0.211,0.193,0.178,0.241,0.122,0.131,0.107,0.153,30.34,29.13,33.05,37.12,0.149,0.156,13.0,0.11,0.11,109.2,105.7,100.8,90.7,0.56,0.59,38292.0,40476.0,24.71,22.08,22.41,19.38,0.344,0.309,0.313,0.296,6.3,6.3,3.6,3.5,0.291,0.291,0.162,5.9,5.9,3.9,3.6,610.7,604.8,585.8,527.5,13169.0,13009.0,12140.0,11677.0,149.73,130.12,101.43,87.77,0.501,0.501,0.52,0.527,0.075
2016,0.243,0.243,0.182,0.166,0.151,0.115,0.107,0.089,0.106,19.87,25.69,10.59,12.65,0.177,0.184,11.0,0.1,0.09,62.7,67.6,63.9,70.1,0.65,0.65,60714.0,58047.0,13.73,11.11,10.63,10.1,0.221,0.184,0.203,0.212,4.3,4.3,3.1,3.1,0.138,0.138,0.132,3.3,3.3,3.2,3.0,405.1,391.4,375.7,366.4,7634.0,7792.0,7326.0,6902.0,88.44,94.71,85.16,76.52,0.505,0.493,0.502,0.516,0.047
